Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru,Zorluk_Seviyesi
Malang Sarr,FRA,DF,26.0,Lens,FRA-Ligue 1,2925,32.5,0,1,0.0,0.03,5,10,44,76,4,0,0.0,0.0,0.0,85,70,34.0,69.07,Zor
Malcom Bokélé,CMR,DF,25.0,Göztepe,TUR-Super Lig,2648,29.42,3,0,0.1,0.0,5,14,12,30,10,1,0.0,0.0,0.0,90,40,34.0,38.38,Zor
Malick Thiaw,GER,DF,23.0,Newcastle,ENG-Premier League,2965,32.94,4,0,0.12,0.0,14,9,34,30,4,0,0.0,0.0,0.0,100,75,38.0,72.0,Zor
Malik Tillman,USA,MF,23.0,Leverkusen,GER-Bundesliga,1674,18.6,6,1,0.32,0.05,13,18,30,19,2,0,0.0,0.0,0.0,90,85,34.0,73.45,Zor
Malo Gusto,FRA,"DF,MF",22.0,Chelsea,ENG-Premier League,2261,25.12,2,3,0.08,0.12,6,58,23,30,5,1,0.0,0.0,0.0,100,80,38.0,71.87,Zor
Mamadou Coulibaly,FRA,MF,21.0,Monaco,FRA-Ligue 1,1381,15.34,3,3,0.2,0.2,5,15,21,21,7,1,0.0,0.0,0.0,85,70,34.0,58.47,Zor
Mamadou Fall,SEN,"MF,FW",33.0,Kasımpaşa,TUR-Super Lig,1165,12.94,0,0,0.0,0.0,2,22,10,7,1,0,0.0,0.0,0.0,90,40,34.0,32.57,Zor
Mamadou Sangare,MLI,MF,23.0,Lens,FRA-Ligue 1,2323,25.81,3,4,0.12,0.15,14,7,54,40,5,0,0.0,0.0,0.0,85,70,34.0,64.94,Zor
Mamadou Sarr,SEN,DF,19.0,Strasbourg,ENG-Premier League,1407,15.63,0,0,0.0,0.0,0,0,13,6,3,0,0.0,0.0,0.0,100,40,38.0,32.94,Zor
Mame Baba Thiam,SEN,"FW,MF",32.0,Eyüpspor,TUR-Super Lig,1178,13.09,2,0,0.15,0.0,11,10,9,6,4,0,0.0,0.0,0.0,90,40,34.0,32.62,Zor
Mandela Keita,BEL,MF,23.0,Parma,ITA-Serie A,2979,33.1,1,1,0.03,0.03,5,2,48,43,1,0,0.0,0.0,0.0,90,40,48.28,36.23,Zor
Manolis Saliakas,GRE,MF,28.0,St Pauli,GER-Bundesliga,1106,12.29,1,3,0.08,0.24,3,44,20,13,3,0,0.0,0.0,0.0,90,40,34.0,32.34,Zor
Manor Solomon,ISR,MF,26.0,Fiorentina,ESP-La Liga,1040,11.56,3,2,0.26,0.17,5,57,12,0,1,0,0.0,0.0,0.0,95,40,38.0,31.65,Zor
Manu Koné,FRA,MF,24.0,Roma,ITA-Serie A,2456,27.29,2,3,0.07,0.11,5,1,27,20,2,0,0.0,0.0,0.0,90,75,48.28,65.22,Zor
Manu Morlanes,ESP,MF,26.0,Mallorca,ESP-La Liga,1765,19.61,3,0,0.15,0.0,4,11,30,19,5,1,0.0,0.0,0.0,95,40,38.0,34.19,Zor
Manu Sánchez,ESP,DF,24.0,Levante,ESP-La Liga,2814,31.27,1,2,0.03,0.06,4,75,54,35,8,0,0.0,0.0,0.0,95,40,38.0,37.87,Zor
Manuel Akanji,SUI,DF,30.0,Inter,ITA-Serie A,2821,31.34,2,0,0.06,0.0,6,3,24,37,4,0,0.0,0.0,0.0,90,95,48.28,85.0,Orta
Manuel Locatelli,ITA,MF,27.0,Juventus,ITA-Serie A,2994,33.27,1,2,0.03,0.06,12,19,66,38,9,0,0.0,0.0,0.0,90,85,48.28,77.07,Orta
Manuel Neuer,GER,GK,39.0,Bayern Munich,GER-Bundesliga,1859,20.66,0,0,0.0,0.0,0,0,0,0,0,0,31.0,7.0,20.0,90,100,34.0,88.23,Kolay
Manuel Ugarte,URU,MF,24.0,Manchester Utd,ENG-Premier League,887,9.86,0,0,0.0,0.0,1,1,30,20,1,0,0.0,0.0,0.0,100,85,38.0,66.12,Zor
Marc Aguado,ESP,MF,25.0,Elche,ESP-La Liga,2500,27.78,1,2,0.04,0.07,2,2,26,42,3,0,0.0,0.0,0.0,95,40,38.0,36.77,Zor
Marc Bartra,ESP,DF,34.0,Real Betis,ESP-La Liga,1978,21.98,1,0,0.05,0.0,5,2,18,29,3,0,0.0,0.0,0.0,95,40,38.0,34.94,Zor
Marc Casado,ESP,MF,21.0,Barcelona,ESP-La Liga,989,10.99,0,1,0.0,0.09,0,1,9,7,1,0,0.0,0.0,0.0,95,100,38.0,78.68,Orta
Marc Cucurella,ESP,DF,27.0,Chelsea,ENG-Premier League,2707,30.08,1,4,0.03,0.13,6,41,40,28,8,1,0.0,0.0,0.0,100,80,38.0,75.0,Orta
Marc Guéhi,ENG,DF,25.0,Crystal Palace,ENG-Premier League,3150,35.0,3,3,0.09,0.09,9,17,31,49,6,0,0.0,0.0,0.0,100,70,38.0,68.34,Zor
Marc Pubill,ESP,DF,22.0,Atlético Madrid,ESP-La Liga,1381,15.34,1,1,0.07,0.07,4,8,15,18,2,0,0.0,0.0,0.0,95,92,38.0,75.54,Orta
Marc Roca,ESP,MF,28.0,Real Betis,ESP-La Liga,2026,22.51,1,1,0.04,0.04,7,10,29,23,1,0,0.0,0.0,0.0,95,40,38.0,35.11,Zor
Marc-Oliver Kempf,GER,DF,30.0,Como,ITA-Serie A,2326,25.84,4,1,0.15,0.04,6,0,12,13,3,0,0.0,0.0,0.0,90,40,48.28,34.42,Zor
Marcel Sabitzer,AUT,MF,31.0,Dortmund,GER-Bundesliga,1817,20.19,1,2,0.05,0.1,4,37,19,20,3,0,0.0,0.0,0.0,90,95,34.0,83.42,Orta
Marco Asensio,ESP,MF,29.0,Fenerbahçe,TUR-Super Lig,1871,20.79,11,12,0.53,0.58,26,125,8,11,2,0,0.0,0.0,0.0,90,100,34.0,88.34,Kolay
Marco Carnesecchi,ITA,GK,25.0,Atalanta,ITA-Serie A,3330,37.0,0,0,0.0,0.0,0,1,0,0,0,0,112.0,13.0,35.0,90,75,48.28,69.74,Zor
Marco Friedl,AUT,DF,27.0,Werder Bremen,GER-Bundesliga,2546,28.29,1,0,0.04,0.0,2,15,24,35,9,1,0.0,0.0,0.0,90,40,34.0,37.98,Zor
Marco Grüll,AUT,"MF,FW",27.0,Werder Bremen,GER-Bundesliga,2006,22.29,3,1,0.13,0.04,13,69,20,14,5,0,0.0,0.0,0.0,90,40,34.0,35.87,Zor
Marco Palestra,ITA,"MF,DF",20.0,Cagliari,ITA-Serie A,3081,34.23,1,4,0.03,0.12,7,106,35,19,3,0,0.0,0.0,0.0,90,40,48.28,36.51,Zor
Marcos Alonso,ESP,DF,34.0,Celta Vigo,ESP-La Liga,2768,30.76,1,0,0.03,0.0,3,19,24,30,5,0,0.0,0.0,0.0,95,40,38.0,37.71,Zor
Marcos Felipe,BRA,GK,29.0,Eyüpspor,TUR-Super Lig,1710,19.0,0,0,0.0,0.0,0,0,0,0,0,0,60.0,3.0,26.0,90,40,34.0,34.71,Zor
Marcos Llorente,ESP,"DF,MF",30.0,Atlético Madrid,ESP-La Liga,2181,24.23,0,4,0.0,0.17,6,49,41,13,7,1,0.0,0.0,0.0,95,92,38.0,82.0,Orta
Marcos Senesi,ARG,DF,28.0,Bournemouth,ENG-Premier League,3288,36.53,0,5,0.0,0.14,5,28,34,50,8,0,0.0,0.0,0.0,100,70,38.0,69.19,Zor
Marcus Edwards,ENG,"MF,FW",26.0,Burnley,ENG-Premier League,1067,11.86,1,3,0.08,0.25,6,19,6,3,0,0,0.0,0.0,0.0,100,40,38.0,31.75,Zor
Marcus Pedersen,NOR,"MF,DF",25.0,Torino,ITA-Serie A,2134,23.71,1,2,0.04,0.08,3,110,14,10,3,0,0.0,0.0,0.0,90,40,48.28,33.89,Zor
Marcus Rashford,ENG,"MF,FW",27.0,Barcelona,ESP-La Liga,1763,19.59,8,7,0.41,0.36,29,121,8,2,3,0,0.0,0.0,0.0,95,100,38.0,85.47,Kolay
Marcus Tavernier,ENG,MF,26.0,Bournemouth,ENG-Premier League,2731,30.34,7,4,0.23,0.13,24,114,21,16,6,0,0.0,0.0,0.0,100,70,38.0,65.77,Zor
Marcus Thuram,FRA,FW,27.0,Inter,ITA-Serie A,1900,21.11,13,6,0.62,0.28,29,21,13,1,2,0,0.0,0.0,0.0,90,95,48.28,78.96,Orta
Marcão,BRA,DF,29.0,Sevilla,ESP-La Liga,938,10.42,1,0,0.1,0.0,2,1,4,4,5,1,0.0,0.0,0.0,95,40,38.0,31.29,Zor
Mariano Troilo,ARG,DF,22.0,Parma,ITA-Serie A,1625,18.06,1,0,0.06,0.0,2,1,18,16,8,2,0.0,0.0,0.0,90,40,48.28,32.49,Zor
Marin Pongračić,CRO,DF,27.0,Fiorentina,ITA-Serie A,2918,32.42,0,0,0.0,0.0,1,4,17,36,12,0,0.0,0.0,0.0,90,40,48.28,36.06,Zor
Mario Gila,ESP,DF,24.0,Lazio,ITA-Serie A,2472,27.47,0,0,0.0,0.0,3,1,34,26,4,1,0.0,0.0,0.0,90,75,48.28,65.3,Zor
Mario Götze,GER,MF,33.0,Frankfurt,GER-Bundesliga,886,9.84,0,0,0.0,0.0,0,22,8,4,1,0,0.0,0.0,0.0,90,75,34.0,59.01,Zor
Mario Hermoso,ESP,DF,30.0,Roma,ITA-Serie A,2085,23.17,3,2,0.13,0.09,6,10,20,30,9,0,0.0,0.0,0.0,90,75,48.28,63.3,Zor
Mario Lemina,GAB,"MF,DF",31.0,Galatasaray,TUR-Super Lig,1679,18.66,2,1,0.11,0.05,8,6,19,26,6,0,0.0,0.0,0.0,90,100,34.0,86.46,Kolay
Mario Martín,ESP,"MF,FW",21.0,Getafe,ESP-La Liga,2125,23.61,2,1,0.08,0.04,6,13,32,16,11,0,0.0,0.0,0.0,95,40,38.0,35.46,Zor
Mario Pašalić,CRO,MF,30.0,Atalanta,ITA-Serie A,1936,21.51,3,4,0.14,0.19,6,11,18,13,3,0,0.0,0.0,0.0,90,75,48.28,62.52,Zor
Marius Bülter,GER,"FW,MF",32.0,Köln,GER-Bundesliga,1597,17.74,5,4,0.28,0.23,17,62,5,8,3,0,0.0,0.0,0.0,90,40,34.0,34.26,Zor
Marius Doh,CIV,MF,21.0,Karagümrük,TUR-Super Lig,1013,11.26,0,0,0.0,0.0,3,13,16,22,2,1,0.0,0.0,0.0,90,40,34.0,31.97,Zor
Marius Marin,ROU,MF,26.0,Pisa,ITA-Serie A,1281,14.23,0,0,0.0,0.0,0,18,26,14,7,0,0.0,0.0,0.0,90,40,48.28,31.54,Zor
Marius Mouandilmadji,CHA,FW,27.0,Samsunspor,TUR-Super Lig,2051,22.79,10,4,0.44,0.18,24,4,5,5,3,0,0.0,0.0,0.0,90,40,34.0,36.04,Zor
Marius Wolf,GER,MF,30.0,Augsburg,GER-Bundesliga,1019,11.32,1,1,0.09,0.09,5,43,10,13,4,0,0.0,0.0,0.0,90,40,34.0,32.0,Zor
Mark Flekken,NED,GK,32.0,Leverkusen,GER-Bundesliga,2129,23.66,0,0,0.0,0.0,0,0,0,0,2,0,79.0,5.0,38.0,90,85,34.0,77.24,Orta
Mark McKenzie,USA,DF,26.0,Toulouse,FRA-Ligue 1,2404,26.71,0,2,0.0,0.07,1,4,30,25,7,1,0.0,0.0,0.0,85,40,34.0,37.43,Zor
Marko Dmitrović,SRB,GK,33.0,Espanyol,ESP-La Liga,3330,37.0,0,0,0.0,0.0,0,0,2,0,0,0,133.0,10.0,54.0,95,40,38.0,39.68,Zor
Marko Jevtović,SRB,"MF,DF",32.0,Konyaspor,TUR-Super Lig,1178,13.09,0,0,0.0,0.0,4,6,17,20,4,0,0.0,0.0,0.0,90,40,34.0,32.62,Zor
Marnon Busch,GER,"DF,MF",30.0,Heidenheim,GER-Bundesliga,1915,21.28,1,5,0.05,0.23,3,61,24,34,4,0,0.0,0.0,0.0,90,40,34.0,35.51,Zor
Marquinhos,BRA,DF,31.0,PSG,FRA-Ligue 1,1052,11.69,0,0,0.0,0.0,0,3,9,7,0,0,0.0,0.0,0.0,85,100,34.0,80.31,Orta
Marshall Munetsi,ZIM,"MF,FW",29.0,Paris FC,ENG-Premier League,1850,20.56,5,2,0.24,0.1,15,14,21,8,2,0,0.0,0.0,0.0,100,40,38.0,34.49,Zor
Marten de Roon,NED,MF,34.0,Atalanta,ITA-Serie A,2691,29.9,1,2,0.03,0.07,4,13,44,26,8,1,0.0,0.0,0.0,90,75,48.28,66.43,Zor
Martial Godo,CIV,MF,22.0,Strasbourg,FRA-Ligue 1,1584,17.6,10,1,0.57,0.06,17,31,13,15,2,0,0.0,0.0,0.0,85,40,34.0,34.21,Zor
Martijn Kaars,NED,FW,26.0,St Pauli,GER-Bundesliga,1348,14.98,3,1,0.2,0.07,10,15,5,0,2,0,0.0,0.0,0.0,90,40,34.0,33.29,Zor
Martim Neto,POR,MF,22.0,Elche,ESP-La Liga,1347,14.97,2,5,0.13,0.33,4,33,12,2,3,0,0.0,0.0,0.0,95,40,38.0,32.73,Zor
Martin Baturina,CRO,"MF,FW",22.0,Como,ITA-Serie A,1569,17.43,6,3,0.34,0.17,9,77,14,5,0,0,0.0,0.0,0.0,90,40,48.28,32.33,Zor
Martin Dúbravka,SVK,GK,36.0,Burnley,ENG-Premier League,3150,35.0,0,0,0.0,0.0,0,0,1,0,1,0,127.0,4.0,71.0,100,40,38.0,39.05,Zor
Martin Frese,DEN,"MF,DF",27.0,Hellas Verona,ITA-Serie A,2408,26.76,2,0,0.07,0.0,11,74,54,30,8,0,0.0,0.0,0.0,90,40,48.28,34.65,Zor
Martin Satriano,URU,"FW,MF",24.0,Getafe,ESP-La Liga,2295,25.5,8,2,0.31,0.08,21,26,16,14,6,0,0.0,0.0,0.0,95,40,38.0,36.05,Zor
Martin Valjent,SVK,DF,29.0,Mallorca,ESP-La Liga,3308,36.76,0,0,0.0,0.0,8,2,33,24,6,0,0.0,0.0,0.0,95,40,38.0,39.61,Zor
Martin Vitík,CZE,DF,22.0,Bologna,ITA-Serie A,1325,14.72,0,0,0.0,0.0,2,2,22,8,3,0,0.0,0.0,0.0,90,40,48.28,31.66,Zor
Martin Ødegaard,NOR,MF,26.0,Arsenal,ENG-Premier League,1369,15.21,1,6,0.07,0.39,8,22,9,7,0,0,0.0,0.0,0.0,100,95,38.0,77.91,Orta
Martín Payero,ARG,MF,26.0,Cremonese,ITA-Serie A,1457,16.19,1,0,0.06,0.0,8,34,9,10,8,0,0.0,0.0,0.0,90,40,48.28,32.02,Zor
Martín Zubimendi,ESP,MF,26.0,Arsenal,ENG-Premier League,2992,33.24,5,1,0.15,0.03,9,13,39,39,4,0,0.0,0.0,0.0,100,95,38.0,91.43,Kolay
Marvin Pieringer,GER,"FW,MF",25.0,Heidenheim,GER-Bundesliga,1650,18.33,4,1,0.22,0.05,8,20,14,11,2,0,0.0,0.0,0.0,90,40,34.0,34.47,Zor
Marvin Schwäbe,GER,GK,30.0,Köln,GER-Bundesliga,3060,34.0,0,0,0.0,0.0,0,0,1,3,2,0,92.0,3.0,63.0,90,40,34.0,40.0,Zor
Marvin Senaya,GHA,"DF,MF",24.0,Auxerre,FRA-Ligue 1,1780,19.78,1,0,0.05,0.0,5,42,31,34,5,0,0.0,0.0,0.0,85,40,34.0,34.98,Zor
Mason Greenwood,ENG,MF,23.0,Marseille,FRA-Ligue 1,2462,27.36,16,7,0.58,0.26,48,112,13,4,4,0,0.0,0.0,0.0,85,70,34.0,65.9,Zor
Mason Mount,ENG,MF,26.0,Manchester Utd,ENG-Premier League,1017,11.3,3,0,0.27,0.0,5,22,13,9,2,0,0.0,0.0,0.0,100,85,38.0,67.08,Zor
Massadio Haïdara,MLI,DF,32.0,Kocaelispor,TUR-Super Lig,1813,20.14,0,1,0.0,0.05,3,72,14,19,5,0,0.0,0.0,0.0,90,40,34.0,35.11,Zor
Mateo Joseph,ESP,"MF,FW",21.0,Mallorca,ESP-La Liga,1699,18.88,2,3,0.11,0.16,14,14,19,13,2,0,0.0,0.0,0.0,95,40,38.0,33.96,Zor
Mateo Pellegrino,ARG,FW,24.0,Parma,ITA-Serie A,2984,33.16,9,1,0.27,0.03,22,12,10,4,5,0,0.0,0.0,0.0,90,40,48.28,36.24,Zor
Mateus Fernandes,POR,MF,21.0,West Ham,ENG-Premier League,3016,33.51,3,4,0.09,0.12,8,51,67,36,7,0,0.0,0.0,0.0,100,40,38.0,38.58,Zor
Mateus Mane,POR,MF,17.0,Wolves,ENG-Premier League,1795,19.94,3,1,0.15,0.05,17,94,13,5,0,0,0.0,0.0,0.0,100,40,38.0,34.3,Zor
Mateusz Lis,POL,GK,28.0,Göztepe,TUR-Super Lig,3060,34.0,0,0,0.0,0.0,0,0,0,2,3,0,93.0,16.0,32.0,90,40,34.0,40.0,Zor
Mateusz Łęgowski,POL,"MF,FW",22.0,Eyüpspor,TUR-Super Lig,1564,17.38,2,1,0.12,0.06,4,14,15,5,5,0,0.0,0.0,0.0,90,40,34.0,34.13,Zor
Matheus Cunha,BRA,"MF,FW",26.0,Manchester Utd,ENG-Premier League,2494,27.71,10,2,0.36,0.07,35,49,23,21,4,0,0.0,0.0,0.0,100,85,38.0,78.09,Orta
Matheus Nunes,POR,DF,26.0,Manchester City,ENG-Premier League,2862,31.8,1,5,0.03,0.16,2,67,41,29,5,0,0.0,0.0,0.0,100,100,38.0,95.11,Kolay
Mathew Ryan,AUS,GK,33.0,Levante,ESP-La Liga,3240,36.0,0,0,0.0,0.0,0,0,1,1,4,0,124.0,9.0,56.0,95,40,38.0,39.37,Zor
Mathias Honsak,AUT,"MF,FW",28.0,Heidenheim,GER-Bundesliga,1249,13.88,2,1,0.14,0.07,8,25,12,17,1,0,0.0,0.0,0.0,90,40,34.0,32.9,Zor
Mathias Jensen,DEN,MF,29.0,Brentford,ENG-Premier League,2247,24.97,3,1,0.12,0.04,8,124,23,21,3,0,0.0,0.0,0.0,100,40,38.0,35.89,Zor
Mathias Løvik,NOR,MF,21.0,Trabzonspor,ITA-Serie A,1121,12.46,0,2,0.0,0.16,0,40,16,17,1,0,0.0,0.0,0.0,90,90,48.28,69.97,Zor
Mathias Pereira Lage,POR,"MF,FW",28.0,St Pauli,GER-Bundesliga,2018,22.42,2,2,0.09,0.09,15,58,23,16,3,0,0.0,0.0,0.0,90,40,34.0,35.91,Zor
Mathys Tel,FRA,"MF,FW",20.0,Tottenham,ENG-Premier League,1349,14.99,4,1,0.27,0.07,8,92,12,5,1,0,0.0,0.0,0.0,100,80,38.0,65.47,Zor
Mathías Olivera,URU,"DF,MF",27.0,Napoli,ITA-Serie A,1370,15.22,0,0,0.0,0.0,3,6,22,16,3,0,0.0,0.0,0.0,90,90,48.28,71.51,Zor
Matias Fernandez-Pardo,BEL,"FW,MF",20.0,Lille,FRA-Ligue 1,2370,26.33,8,5,0.3,0.19,30,57,14,8,5,0,0.0,0.0,0.0,85,70,34.0,65.26,Zor
Matias Moreno,ARG,DF,21.0,Levante,ESP-La Liga,2252,25.02,0,0,0.0,0.0,0,3,25,38,8,0,0.0,0.0,0.0,95,40,38.0,35.9,Zor
Mats Wieffer,NED,DF,25.0,Brighton,ENG-Premier League,1903,21.14,2,3,0.09,0.14,6,17,43,24,8,0,0.0,0.0,0.0,100,75,38.0,65.02,Zor
Matt O'Riley,DEN,MF,24.0,Marseille,ENG-Premier League,945,10.5,2,2,0.19,0.19,5,13,10,6,2,0,0.0,0.0,0.0,100,70,38.0,54.8,Zor
Matteo Bianchetti,ITA,DF,32.0,Cremonese,ITA-Serie A,2192,24.36,0,2,0.0,0.08,1,6,30,19,4,0,0.0,0.0,0.0,90,40,48.28,34.05,Zor
Matteo Cancellieri,ITA,FW,23.0,Lazio,ITA-Serie A,1725,19.17,4,2,0.21,0.1,17,21,28,24,6,0,0.0,0.0,0.0,90,75,48.28,61.43,Zor
Matteo Gabbia,ITA,DF,25.0,Milan,ITA-Serie A,2530,28.11,0,0,0.0,0.0,3,1,14,13,4,0,0.0,0.0,0.0,90,80,48.28,69.97,Zor
Matteo Politano,ITA,"MF,FW",31.0,Napoli,ITA-Serie A,2200,24.44,2,5,0.08,0.2,13,173,10,5,4,0,0.0,0.0,0.0,90,90,48.28,76.67,Orta
Matteo Prati,ITA,MF,21.0,Cagliari,ITA-Serie A,1882,20.91,1,1,0.05,0.05,1,15,15,20,6,0,0.0,0.0,0.0,90,40,48.28,33.2,Zor
Matteo Ruggeri,ITA,DF,23.0,Atlético Madrid,ESP-La Liga,1774,19.71,0,3,0.0,0.15,2,86,23,20,4,0,0.0,0.0,0.0,95,92,38.0,78.72,Orta
Matthias Ginter,GER,DF,31.0,Freiburg,GER-Bundesliga,2833,31.48,3,3,0.1,0.1,7,15,14,22,3,0,0.0,0.0,0.0,90,40,34.0,39.11,Zor
Matthieu Udol,FRA,"MF,DF",29.0,Lens,FRA-Ligue 1,3002,33.36,1,7,0.03,0.21,17,115,21,51,2,0,0.0,0.0,0.0,85,70,34.0,69.6,Zor
Matthijs de Ligt,NED,DF,25.0,Manchester Utd,ENG-Premier League,1170,13.0,1,0,0.08,0.0,3,4,13,11,0,0,0.0,0.0,0.0,100,85,38.0,68.22,Zor
Matthis Abline,FRA,"FW,MF",22.0,Nantes,FRA-Ligue 1,2494,27.71,6,4,0.22,0.14,22,62,13,9,6,0,0.0,0.0,0.0,85,40,34.0,37.78,Zor
Mattia Zaccagni,ITA,FW,30.0,Lazio,ITA-Serie A,2104,23.38,3,0,0.13,0.0,14,55,21,20,6,1,0.0,0.0,0.0,90,75,48.28,63.4,Zor
Mattias Svanberg,SWE,MF,26.0,Wolfsburg,GER-Bundesliga,861,9.57,3,1,0.31,0.1,8,8,7,10,6,1,0.0,0.0,0.0,90,40,34.0,31.38,Zor
Matty Cash,POL,DF,27.0,Aston Villa,ENG-Premier League,3014,33.49,3,3,0.09,0.09,10,131,32,24,9,0,0.0,0.0,0.0,100,80,38.0,77.15,Orta
Mattéo Guendouzi,FRA,MF,26.0,Lazio,ITA-Serie A,2745,30.5,3,2,0.1,0.07,10,42,19,31,9,1,0.0,0.0,0.0,90,75,48.28,66.71,Zor
Mattéo Tramoni,FRA,"MF,FW",25.0,Pisa,ITA-Serie A,1600,17.78,2,2,0.11,0.11,9,68,21,15,3,0,0.0,0.0,0.0,90,40,48.28,32.42,Zor
Matvei Safonov,RUS,GK,26.0,PSG,FRA-Ligue 1,1350,15.0,0,0,0.0,0.0,0,0,0,0,0,0,40.0,8.0,14.0,85,100,34.0,83.24,Orta
Matz Sels,BEL,GK,33.0,Nottingham,ENG-Premier League,2668,29.64,0,0,0.0,0.0,0,0,1,0,2,0,93.0,7.0,39.0,100,40,38.0,37.36,Zor
Matìas Soulé,ARG,"MF,FW",22.0,Roma,ITA-Serie A,2139,23.77,6,5,0.25,0.21,18,70,15,9,1,0,0.0,0.0,0.0,90,75,48.28,63.58,Zor
Matías Dituro,ARG,GK,38.0,Elche,ESP-La Liga,1980,22.0,0,0,0.0,0.0,0,0,0,1,1,0,64.0,4.0,29.0,95,40,38.0,34.95,Zor
Matías Kranevitter,ARG,MF,32.0,Karagümrük,TUR-Super Lig,1771,19.68,1,0,0.05,0.0,2,5,21,15,5,1,0.0,0.0,0.0,90,40,34.0,34.95,Zor
Matěj Hanousek,CZE,DF,32.0,Gençlerbirliği,TUR-Super Lig,1356,15.07,0,0,0.0,0.0,0,30,12,10,1,0,0.0,0.0,0.0,90,40,34.0,33.32,Zor
Mauro Arambarri,URU,MF,29.0,Getafe,ESP-La Liga,3249,36.1,6,2,0.17,0.06,19,19,43,21,6,0,0.0,0.0,0.0,95,40,38.0,39.4,Zor
Mauro Icardi,ARG,FW,32.0,Galatasaray,TUR-Super Lig,1327,14.74,14,1,0.95,0.07,25,8,0,1,1,0,0.0,0.0,0.0,90,100,34.0,83.01,Orta
Max Kilman,ENG,DF,28.0,West Ham,ENG-Premier League,1561,17.34,0,0,0.0,0.0,1,2,8,6,4,0,0.0,0.0,0.0,100,40,38.0,33.48,Zor
Maxence Caqueret,FRA,MF,25.0,Como,ITA-Serie A,1485,16.5,2,6,0.12,0.36,4,36,23,14,3,0,0.0,0.0,0.0,90,40,48.28,32.1,Zor
Maxence Lacroix,FRA,DF,25.0,Crystal Palace,ENG-Premier League,3085,34.28,1,2,0.03,0.06,7,5,38,45,4,1,0.0,0.0,0.0,100,70,38.0,67.94,Zor
Maxim De Cuyper,BEL,"DF,MF",24.0,Brighton,ENG-Premier League,1414,15.71,2,3,0.13,0.19,6,77,10,11,2,0,0.0,0.0,0.0,100,75,38.0,61.8,Zor
Maxime Colin,FRA,DF,33.0,Metz,FRA-Ligue 1,1692,18.8,0,0,0.0,0.0,2,12,30,24,1,0,0.0,0.0,0.0,85,40,34.0,34.64,Zor
Maxime Estève,FRA,DF,23.0,Burnley,ENG-Premier League,2932,32.58,0,0,0.0,0.0,1,6,27,37,1,0,0.0,0.0,0.0,100,40,38.0,38.29,Zor
Maxime Lopez,FRA,MF,27.0,Paris FC,FRA-Ligue 1,1960,21.78,0,3,0.0,0.14,6,83,17,11,11,0,0.0,0.0,0.0,85,40,34.0,35.69,Zor
Maximilian Arnold,GER,MF,31.0,Wolfsburg,GER-Bundesliga,1859,20.66,1,4,0.05,0.19,5,81,15,24,5,0,0.0,0.0,0.0,90,40,34.0,35.29,Zor
Maximilian Beier,GER,"MF,FW",22.0,Dortmund,GER-Bundesliga,2026,22.51,9,6,0.4,0.27,20,28,16,11,3,0,0.0,0.0,0.0,90,95,34.0,85.37,Kolay
Maximilian Eggestein,GER,MF,28.0,Freiburg,GER-Bundesliga,3060,34.0,3,1,0.09,0.03,13,14,34,31,4,0,0.0,0.0,0.0,90,40,34.0,40.0,Zor
Maximilian Mittelstädt,GER,"DF,MF",28.0,Stuttgart,GER-Bundesliga,2186,24.29,6,4,0.25,0.16,16,122,42,35,4,0,0.0,0.0,0.0,90,75,34.0,68.57,Zor
Mbwana Samatta,TAN,FW,32.0,Le Havre,FRA-Ligue 1,1542,17.13,2,1,0.12,0.06,16,7,6,4,4,0,0.0,0.0,0.0,85,40,34.0,34.05,Zor
Mehdi Léris,ALG,MF,27.0,Pisa,ITA-Serie A,1900,21.11,2,3,0.09,0.14,7,99,37,23,2,0,0.0,0.0,0.0,90,40,48.28,33.25,Zor
Melih Ibrahimoglu,TUR,MF,25.0,Konyaspor,TUR-Super Lig,2274,25.27,1,1,0.04,0.04,5,23,41,17,2,0,0.0,0.0,0.0,90,40,34.0,36.92,Zor
Melih Kabasakal,TUR,"MF,DF",29.0,Gaziantep,TUR-Super Lig,1514,16.82,1,1,0.06,0.06,2,2,41,37,8,0,0.0,0.0,0.0,90,40,34.0,33.94,Zor
Melvin Bard,FRA,"DF,MF",24.0,Nice,FRA-Ligue 1,2394,26.6,2,1,0.08,0.04,5,77,29,41,4,0,0.0,0.0,0.0,85,40,34.0,37.39,Zor
Mert Günok,TUR,GK,36.0,Beşiktaş,TUR-Super Lig,1106,12.29,0,0,0.0,0.0,0,0,0,0,0,0,24.0,2.0,19.0,90,100,34.0,80.84,Orta
Mert Kömür,GER,"MF,FW",20.0,Augsburg,GER-Bundesliga,1464,16.27,2,4,0.12,0.25,16,60,13,8,1,0,0.0,0.0,0.0,90,40,34.0,33.74,Zor
Mert Müldür,TUR,DF,26.0,Fenerbahçe,TUR-Super Lig,1219,13.54,1,2,0.07,0.15,2,35,27,20,4,0,0.0,0.0,0.0,90,100,34.0,81.95,Orta
Meschak Elia,COD,"MF,FW",27.0,Alanyaspor,TUR-Super Lig,819,9.1,3,0,0.33,0.0,9,36,5,5,1,0,0.0,0.0,0.0,90,40,34.0,31.21,Zor
